,dataset,alg,n_clusters,max_leaves,base_tree,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,bisecting_strategy,labels_as_tree_leaves,criterion,splitter,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,class_weight,ccp_alpha,max_depth,max_nbr_clusters,bic_eps,eps,min_samples,metric,n_jobs,linkage,amount_initial_centers,kmax,criteria_clf,criteria_reg,depth_factor,metric_con,metric_cat,max_eps,n_components,oblique_splits,max_oblique_features,min_nr_instances,min_y,min_rd,threshold,branching_factor
87,ionosphere_y,ImpurityParTree2,,,,20.0,20.0,0.5564901828765869,0.1355,11.6097,3.2767,0.6319,0.2291,0.1341,0.2625,0.2646,0.2053,0.3718,0.2646,0.7372,,,,,,42.0,,,,,,,50.0,30.0,,,,,,,4.0,2.0,0.1,,,,,,,,gini,mape,,,,,,,,,,,,
88,ionosphere_y,PrincipalParTree,,,,20.0,20.0,1.1615166664123535,0.2069,30.6248,2.9437,0.6441,0.3095,0.35,0.3402,0.3439,0.5361,0.2531,0.3439,0.5998,,,,,,42.0,,,,,,,50.0,30.0,,,,,,,4.0,10.0,0.0,,,,,,,,,,,,,,2.0,False,2.0,,,,,
89,ionosphere_y,VarianceParTree,,,,20.0,20.0,0.2824337482452392,0.1297,11.5642,3.1157,0.6041,0.1684,0.0821,0.1635,0.1659,0.1258,0.2438,0.1659,0.7214,,,,,,,,,,,,,50.0,3.0,,,,,,,3.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
90,ionosphere_y,kmeans+dt,2.0,,,20.0,20.0,0.5017638206481934,0.2452,82.3325,1.8067,0.5622,0.1238,0.0593,0.0865,0.0884,0.0908,0.0862,0.0884,0.5804,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,True,gini,best,3.0,50.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
91,ionosphere_y,kmodes,2.0,,,20.0,20.0,0.1717801094055175,-0.0122,4.221,7.5217,0.5434,0.0819,0.0927,0.1398,0.1417,0.142,0.1413,0.1417,0.5748,Cao,11.0,300.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
92,ionosphere_y,pyc_xmeans,,,,20.0,20.0,0.004981517791748,0.2927,40.4355,1.5037,0.6144,0.2466,0.2343,0.2414,0.2478,0.3588,0.1892,0.2478,0.5781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,
93,ionosphere_y,skl_DBSCAN,,,,20.0,20.0,0.018827199935913,0.2737,4.0318,4.7615,0.5642,0.0709,0.0331,0.0741,0.0773,0.0506,0.1634,0.0773,0.7209,,,,,,,,auto,,,,,,,,,,,,,,,,0.5,2.0,cosine,4.0,,,,,,,,,,,,,,,,,
94,ionosphere_y,skl_OPTICS,,,,20.0,20.0,0.9041423797607422,0.1798,43.1846,1.7086,0.5922,0.1985,0.2404,0.2712,0.2748,0.3683,0.2192,0.2748,0.5663,,,,,,,,auto,,,,,,,,,,,,,,,,,20.0,correlation,4.0,,,,,,,,,inf,,,,,,,,
95,ionosphere_y,skl_agglomerativeClust,2.0,,,20.0,20.0,0.0032722949981689,0.4133,4.0598,0.4508,0.5401,0.0045,0.0029,0.0032,0.0087,0.0045,0.1497,0.0087,0.7331,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,,average,,,,,,,,,,,,,,,,
96,ionosphere_y,skl_birch,4.0,,,20.0,20.0,0.0191953182220459,0.2952,59.4366,1.7291,0.6667,0.3453,0.3207,0.3567,0.3599,0.4912,0.2839,0.3599,0.6469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
97,ionosphere_y,skl_bis_kmeans,4.0,,,20.0,20.0,0.5295660495758057,0.2847,53.6419,1.8396,0.6423,0.2967,0.2585,0.2919,0.2955,0.396,0.2357,0.2955,0.6225,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,biggest_inertia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,ionosphere_y,skl_kmeans,4.0,,,20.0,20.0,0.4256117343902588,0.2888,62.1794,1.7496,0.6164,0.2507,0.2274,0.2421,0.2456,0.3484,0.1897,0.2456,0.58,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,iris_y,CenterParTree2,,,,20.0,20.0,0.0740194320678711,0.0132,44.2798,2.2259,0.6303,0.2581,0.4303,0.431,0.439,0.3917,0.4993,0.439,0.5629,,,,,,42.0,,,,,,,50.0,30.0,,,,,,,2.0,12.0,0.1,,,,,,,,,,,cos,jaccard,,,,,,,,,
100,iris_y,ImpurityParTree2,,,,20.0,20.0,0.0422673225402832,0.3327,65.5307,0.8105,0.5339,0.173,0.2643,0.3267,0.3325,0.2405,0.5382,0.3325,0.5776,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,6.0,2.0,0.1,,,,,,,,gini,r2,,,,,,,,,,,,
101,iris_y,PrincipalParTree,,,,20.0,20.0,0.0348470211029052,0.5667,241.4595,0.6305,0.7637,0.5399,0.5738,0.6538,0.6565,0.5223,0.8835,0.6565,0.7505,,,,,,42.0,,,,,,,50.0,30.0,,,,,,,2.0,2.0,0.0,,,,,,,,,,,,,,1.0,False,1.0,,,,,
102,iris_y,VarianceParTree,,,,20.0,20.0,0.0280671119689941,0.3742,83.8638,0.8028,0.574,0.2294,0.3132,0.3802,0.3854,0.2851,0.5945,0.3854,0.6006,,,,,,,,,,,,,50.0,3.0,,,,,,,4.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
103,iris_y,kmeans+dt,2.0,,,20.0,20.0,0.0073294639587402,0.5818,251.3493,0.5933,0.7763,0.5681,0.6365,0.7316,0.7337,0.5794,1.0,0.7337,0.7715,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,True,gini,best,30.0,5.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
104,iris_y,kmodes,2.0,,,20.0,20.0,0.0148541927337646,0.1334,34.6701,1.3895,0.5279,0.127,0.1705,0.1983,0.2049,0.1552,0.3013,0.2049,0.5273,Cao,11.0,100.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
105,iris_y,pyc_xmeans,,,,20.0,20.0,0.0019898414611816,0.5818,251.3493,0.5933,0.7763,0.5681,0.6365,0.7316,0.7337,0.5794,1.0,0.7337,0.7715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,
106,iris_y,skl_DBSCAN,,,,20.0,20.0,0.0199048519134521,0.577,240.2457,0.5917,0.763,0.5438,0.5991,0.69,0.6925,0.5453,0.9483,0.6925,0.758,,,,,,,,auto,,,,,,,,,,,,,,,,0.1,2.0,cosine,4.0,,,,,,,,,,,,,,,,,
107,iris_y,skl_OPTICS,,,,20.0,20.0,0.2895052433013916,0.5818,251.3493,0.5933,0.7763,0.5681,0.6365,0.7316,0.7337,0.5794,1.0,0.7337,0.7715,,,,,,,,auto,,,,,,,,,,,,,,,,,20.0,euclidean,4.0,,,,,,,,,inf,,,,,,,,
108,iris_y,skl_agglomerativeClust,2.0,,,20.0,20.0,0.0007236003875732,0.5818,251.3493,0.5933,0.7763,0.5681,0.6365,0.7316,0.7337,0.5794,1.0,0.7337,0.7715,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,,single,,,,,,,,,,,,,,,,
109,iris_y,skl_birch,2.0,,,20.0,20.0,0.0031766891479492,0.577,240.2457,0.5917,0.763,0.5438,0.5991,0.69,0.6925,0.5453,0.9483,0.6925,0.758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
110,iris_y,skl_bis_kmeans,2.0,,,20.0,20.0,0.0088939666748046,0.5818,251.3493,0.5933,0.7763,0.5681,0.6365,0.7316,0.7337,0.5794,1.0,0.7337,0.7715,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,biggest_inertia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,iris_y,skl_kmeans,2.0,,,20.0,20.0,0.0394301414489746,0.5818,251.3493,0.5933,0.7763,0.5681,0.6365,0.7316,0.7337,0.5794,1.0,0.7337,0.7715,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,titanic_y,CLTree,,,,,,11.57702350616455,-0.0194,1.3781,19.5463,0.5644,0.1166,0.0409,0.0661,0.067,0.0614,0.0736,0.067,0.6263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,10.0,,
113,titanic_y,CenterParTree2,,,,20.0,20.0,0.742598295211792,0.1368,76.443,3.0202,0.6641,0.3251,0.1509,0.2288,0.2295,0.2266,0.2325,0.2295,0.686,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,6.0,2.0,0.1,,,,,,,,,,,cos,jaccard,,,,,,,,,
114,titanic_y,ImpurityParTree2,,,,20.0,20.0,0.0907526016235351,0.2714,0.2465,18.749,0.5286,0.0148,0.0028,0.0051,0.0064,0.0042,0.0141,0.0064,0.6958,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,4.0,2.0,0.1,,,,,,,,gini,r2,,,,,,,,,,,,
115,titanic_y,PrincipalParTree,,,,20.0,20.0,0.0667824745178222,0.5001,53.4654,3.0447,0.5636,0.1148,0.0401,0.0648,0.0657,0.0602,0.0723,0.0657,0.626,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,3.0,2.0,0.0,,,,,,,,,,,,,,1.0,False,0.0,,,,,
116,titanic_y,VarianceParTree,,,,20.0,20.0,0.0571494102478027,0.763,178.7204,0.1791,0.5291,0.0079,0.0033,0.0075,0.0091,0.0049,0.0583,0.0091,0.7209,,,,,,,,,,,,,50.0,3.0,,,,,,,3.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
117,titanic_y,kmeans+dt,2.0,,,20.0,20.0,0.0439536571502685,0.8003,1628.6909,0.4425,0.5392,0.0455,0.013,0.0254,0.0265,0.0196,0.041,0.0265,0.6758,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,True,gini,best,3.0,50.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
118,titanic_y,kmodes,2.0,,,20.0,20.0,0.1183786392211914,0.3462,21.1152,4.1093,0.5958,0.1774,0.0728,0.1221,0.1229,0.1093,0.1404,0.1229,0.665,Cao,11.0,300.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
119,titanic_y,pyc_xmeans,,,,20.0,20.0,0.0095055103302001,0.8003,1628.6909,0.4425,0.5392,0.0455,0.013,0.0254,0.0265,0.0196,0.041,0.0265,0.6758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,
120,titanic_y,skl_DBSCAN,,,,20.0,20.0,0.0153818130493164,0.7253,108.547,0.2788,0.5302,0.0107,0.005,0.012,0.0136,0.0075,0.0747,0.0136,0.7202,,,,,,,,auto,,,,,,,,,,,,,,,,0.1,5.0,cosine,4.0,,,,,,,,,,,,,,,,,
121,titanic_y,skl_OPTICS,,,,20.0,20.0,1.63116192817688,0.0993,17.8387,2.0723,0.4773,0.0015,0.312,0.0571,0.1171,0.4686,0.0669,0.1171,0.1746,,,,,,,,auto,,,,,,,,,,,,,,,,,2.0,euclidean,4.0,,,,,,,,,inf,,,,,,,,
122,titanic_y,skl_agglomerativeClust,2.0,,,20.0,20.0,0.0129749774932861,0.8099,1541.6456,0.3521,0.5325,0.0275,0.0065,0.0128,0.014,0.0097,0.0248,0.014,0.6845,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,,average,,,,,,,,,,,,,,,,
123,titanic_y,skl_birch,2.0,,,20.0,20.0,0.0342707633972168,0.8089,1624.2373,0.3843,0.5361,0.0365,0.0099,0.0196,0.0208,0.0148,0.0348,0.0208,0.6818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
124,titanic_y,skl_bis_kmeans,2.0,,,20.0,20.0,0.0426476001739501,0.8003,1628.6909,0.4425,0.5392,0.0455,0.013,0.0254,0.0265,0.0196,0.041,0.0265,0.6758,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,largest_cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,titanic_y,skl_kmeans,2.0,,,20.0,20.0,0.0472702980041503,0.8003,1628.6909,0.4425,0.5392,0.0455,0.013,0.0254,0.0265,0.0196,0.041,0.0265,0.6758,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,vehicle_y,CLTree,,,,,,72.02801537513733,-0.1145,1.0606,15.2975,0.6025,0.055,0.2316,0.1397,0.1511,0.1671,0.1378,0.1511,0.3316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,10.0,,
127,vehicle_y,CenterParTree2,,,,20.0,20.0,0.2945022583007812,0.1796,188.3485,1.6875,0.4913,0.0608,0.1117,0.1106,0.1121,0.0806,0.1841,0.1121,0.4245,,,,,,42.0,,,,,,,50.0,30.0,,,,,,,8.0,2.0,0.2,,,,,,,,,,,cos,jaccard,,,,,,,,,
128,vehicle_y,ImpurityParTree2,,,,20.0,20.0,0.2758181095123291,0.2376,199.402,1.1001,0.3885,0.0229,0.0808,0.0879,0.0897,0.0583,0.1948,0.0897,0.4494,,,,,,42.0,,,,,,,50.0,3.0,,,,,,,10.0,2.0,0.1,,,,,,,,gini,mape,,,,,,,,,,,,
129,vehicle_y,PrincipalParTree,,,,20.0,20.0,0.1802811622619629,0.3834,571.4196,1.0143,0.515,0.0821,0.1401,0.1372,0.1387,0.1011,0.2207,0.1387,0.4308,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,6.0,2.0,0.0,,,,,,,,,,,,,,1.0,False,1.0,,,,,
130,vehicle_y,VarianceParTree,,,,20.0,20.0,0.1886038780212402,0.1796,188.3485,1.6875,0.4913,0.0608,0.1117,0.1106,0.1121,0.0806,0.1841,0.1121,0.4245,,,,,,,,,,,,,50.0,3.0,,,,,,,2.0,2.0,0.2,,,,,,,,,,,,,,,,,,,,,
131,vehicle_y,kmeans+dt,2.0,,,20.0,20.0,0.8167095184326172,0.3834,571.4196,1.0143,0.515,0.0821,0.1401,0.1372,0.1387,0.1011,0.2207,0.1387,0.4308,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,True,gini,best,30.0,50.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
132,vehicle_y,kmodes,2.0,,,20.0,20.0,0.5829546451568604,0.2809,323.1671,1.308,0.513,0.0825,0.1131,0.1107,0.1122,0.0816,0.1796,0.1122,0.4328,Cao,11.0,300.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
133,vehicle_y,pyc_xmeans,,,,20.0,20.0,0.0208427906036376,0.3911,588.5912,1.0358,0.5208,0.0832,0.1261,0.1225,0.1241,0.091,0.195,0.1241,0.4277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,
134,vehicle_y,skl_DBSCAN,,,,20.0,20.0,0.0239365100860595,0.1106,213.9118,1.5595,0.6181,0.0425,0.1265,0.088,0.093,0.0913,0.0947,0.093,0.3038,,,,,,,,auto,,,,,,,,,,,,,,,,0.1,10.0,correlation,4.0,,,,,,,,,,,,,,,,,
135,vehicle_y,skl_OPTICS,,,,20.0,20.0,9.294260740280151,0.0,0.0,0.0,0.2494,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4994,,,,,,,,auto,,,,,,,,,,,,,,,,,20.0,euclidean,4.0,,,,,,,,,inf,,,,,,,,
136,vehicle_y,skl_agglomerativeClust,2.0,,,20.0,20.0,0.0113344192504882,0.6175,80.9363,0.5853,0.2593,0.0006,0.0082,0.0086,0.0114,0.0059,0.1538,0.0114,0.4952,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,,single,,,,,,,,,,,,,,,,
137,vehicle_y,skl_birch,2.0,,,20.0,20.0,0.0472962856292724,0.3837,569.9489,1.0714,0.52,0.0761,0.1135,0.1098,0.1114,0.0819,0.1739,0.1114,0.4206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
138,vehicle_y,skl_bis_kmeans,2.0,,,20.0,20.0,0.689077615737915,0.3899,588.8984,1.031,0.5207,0.0836,0.1266,0.1231,0.1246,0.0913,0.196,0.1246,0.4283,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,largest_cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,vehicle_y,skl_kmeans,2.0,,,20.0,20.0,0.6740448474884033,0.3899,588.8984,1.031,0.5207,0.0836,0.1266,0.1231,0.1246,0.0913,0.196,0.1246,0.4283,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,wdbc_y,CenterParTree2,,,,20.0,20.0,1.2345101833343506,0.0447,77.7521,2.9085,0.6321,0.2839,0.338,0.3419,0.3437,0.5118,0.2587,0.3437,0.5755,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,8.0,4.0,0.2,,,,,,,,,,,cos,jaccard,,,,,,,,,
141,wdbc_y,ImpurityParTree2,,,,20.0,20.0,0.5146899223327637,0.256,167.5821,1.6218,0.7681,0.5335,0.2681,0.4102,0.411,0.4059,0.4163,0.411,0.7852,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,3.0,2.0,0.0,,,,,,,,entropy,r2,,,,,,,,,,,,
142,wdbc_y,PrincipalParTree,,,,20.0,20.0,0.2189607620239257,0.2971,233.9073,1.4112,0.8423,0.6837,0.3762,0.5652,0.5657,0.5697,0.5618,0.5657,0.8505,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,4.0,2.0,0.0,,,,,,,,,,,,,,1.0,False,0.0,,,,,
143,wdbc_y,VarianceParTree,,,,20.0,20.0,0.2663986682891845,0.256,167.5821,1.6218,0.7681,0.5335,0.2681,0.4102,0.411,0.4059,0.4163,0.411,0.7852,,,,,,,,,,,,,5.0,3.0,,,,,,,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
144,wdbc_y,kmeans+dt,2.0,,,20.0,20.0,0.6299729347229004,0.3293,239.8479,1.3874,0.7838,0.5641,0.2878,0.4464,0.4472,0.4358,0.4592,0.4472,0.8031,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,True,gini,best,3.0,5.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
145,wdbc_y,kmodes,2.0,,,20.0,20.0,0.4954893589019775,0.0147,7.0796,7.8361,0.4997,-0.0032,0.0041,0.0049,0.0062,0.0063,0.0062,0.0062,0.5244,Cao,11.0,300.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
146,wdbc_y,pyc_xmeans,,,,20.0,20.0,0.0217523574829101,0.3434,267.6299,1.3207,0.8279,0.6536,0.3466,0.5318,0.5324,0.5249,0.5401,0.5324,0.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,
147,wdbc_y,skl_DBSCAN,,,,20.0,20.0,0.0193333625793457,0.2128,20.3897,1.1186,0.5433,0.0303,0.0212,0.0533,0.0556,0.0321,0.2074,0.0556,0.7239,,,,,,,,auto,,,,,,,,,,,,,,,,0.1,10.0,correlation,4.0,,,,,,,,,,,,,,,,,
148,wdbc_y,skl_OPTICS,,,,20.0,20.0,2.7409448623657227,0.1102,17.4676,1.5615,0.5293,0.0087,0.0302,0.063,0.0668,0.0457,0.1242,0.0668,0.6941,,,,,,,,auto,,,,,,,,,,,,,,,,,10.0,cosine,4.0,,,,,,,,,inf,,,,,,,,
149,wdbc_y,skl_agglomerativeClust,2.0,,,20.0,20.0,0.0071957111358642,0.6607,27.8727,0.4497,0.5335,0.0048,0.0035,0.0067,0.0102,0.0053,0.1489,0.0102,0.7281,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,,complete,,,,,,,,,,,,,,,,
150,wdbc_y,skl_birch,2.0,,,20.0,20.0,0.034163475036621,0.3319,246.8821,1.381,0.7946,0.5865,0.3016,0.4626,0.4633,0.4568,0.47,0.4633,0.8101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
151,wdbc_y,skl_bis_kmeans,2.0,,,20.0,20.0,0.7350480556488037,0.3434,267.6299,1.3207,0.8279,0.6536,0.3466,0.5318,0.5324,0.5249,0.5401,0.5324,0.841,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,largest_cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,wdbc_y,skl_kmeans,2.0,,,20.0,20.0,0.7696073055267334,0.3434,267.6299,1.3207,0.8279,0.6536,0.3466,0.5318,0.5324,0.5249,0.5401,0.5324,0.841,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,wine,CenterParTree2,,,,20.0,20.0,0.7511820793151855,0.0432,483.6025,2.9698,,,,,,,,,,,,,,,42.0,,,,,,,50.0,3.0,,,,,,,2.0,2.0,0.0,,,,,,,,,,,cos,jaccard,,,,,,,,,
154,wine,ImpurityParTree2,,,,20.0,20.0,0.4052777290344238,0.1763,461.0996,2.0062,,,,,,,,,,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,2.0,2.0,0.1,,,,,,,,me,r2,,,,,,,,,,,,
155,wine,PrincipalParTree,,,,20.0,20.0,0.3733060359954834,0.2038,1107.9376,1.9418,,,,,,,,,,,,,,,42.0,,,,,,,50.0,3.0,,,,,,,2.0,2.0,0.0,,,,,,,,,,,,,,1.0,False,2.0,,,,,
156,wine,VarianceParTree,,,,20.0,20.0,0.4548718929290771,0.1236,416.8859,2.8511,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,,,,,,,4.0,2.0,0.1,,,,,,,,,,,,,,,,,,,,,
157,wine,kmeans+dt,2.0,,,20.0,20.0,1.1401197910308838,0.204,1741.4839,1.8186,,,,,,,,,,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,True,gini,best,30.0,50.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
158,wine,kmodes,2.0,,,20.0,20.0,1.3656837940216064,0.0096,16.7568,17.812,,,,,,,,,,Cao,11.0,500.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
159,wine,pyc_xmeans,,,,20.0,20.0,0.1083331108093261,0.2147,810.4257,1.3018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,
160,wine,skl_DBSCAN,,,,20.0,20.0,0.5912153720855713,0.3971,59.6209,1.815,,,,,,,,,,,,,,,,,auto,,,,,,,,,,,,,,,,0.1,5.0,correlation,4.0,,,,,,,,,,,,,,,,,
161,wine,skl_OPTICS,,,,20.0,20.0,14.206883907318115,0.1243,4.7263,1.2378,,,,,,,,,,,,,,,,,auto,,,,,,,,,,,,,,,,,2.0,euclidean,4.0,,,,,,,,,inf,,,,,,,,
162,wine,skl_agglomerativeClust,2.0,,,20.0,20.0,0.4423398971557617,0.7511,28.1353,0.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,,single,,,,,,,,,,,,,,,,
163,wine,skl_birch,2.0,,,20.0,20.0,0.9310877323150636,0.2418,1501.3447,1.7075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
164,wine,skl_bis_kmeans,2.0,,,20.0,20.0,0.9596011638641356,0.2048,1754.1863,1.8133,,,,,,,,,,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,largest_cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,wine,skl_kmeans,4.0,,,20.0,20.0,1.136746883392334,0.2166,1466.4519,1.6062,,,,,,,,,,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
